name,smiles,molecular_weight,melting_point_K,boiling_point_K,heat_of_fusion,heat_of_vaporization,critical_temperature,critical_pressure,flash_point,logP
arthropan,C[N+](C)(C)CCO.O=C(O)c1ccccc1[O-],241.28356,322.65,,,,,,,
agn-pc-03eqhk,CC1(C)C=CC=C(c2ccccc2)C1(O)O,216.27564,460.58,749.62,76744.65788195102,,966.76012,3348979.8,,
cycloheptane,C1CCCCCC1,98.18606,265.15,391.95,19147.320912968706,330695.70480230416,604.2,3820000,279.15,4
benzoyl nitrate,O=C(O[N+](=O)[O-])c1ccccc1,167.1189,318.15,,,,,,,
n-(2-phenylethyl)aminoacetaldehyde diethyl acetal,CCOC(CNCCc1ccccc1)OCC,237.33792,356.08,641.17,126439.97217132432,,836.83854,1985885.9,,
16464-43-0,CC#CC1(O)CCCC(OCCN2CCCCC2)C1,265.39108,533.88,736.79,105832.4944455556,289886.58552883967,954.7715,2287135.7,,
chlordrolone,CC1(O)CCC2C3CCC4=C(Cl)C(=O)CCC4C3CCC21C,322.86948,582.13,880.32,76783.34911060655,281308.1659258505,1119.9915,1928741.1,,
pyrilamine,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,285.38402,404.65,747.9,139625.89776400235,,971.05475,2023583.2,,3.27
"3h-pyrazol-3-one, 2,4-dihydro-5-methyl-2-phenyl-4-(phenylmethyl)-",CC1=NN(c2ccccc2)C(=O)C1Cc1ccccc1,264.32174,534.12,791.03,122596.80191269927,,1054.8019,2555921,,
strontium dibromide,[Br-].[Br-].[Sr+2],247.428,930.15,,42436.58761336631,,,,,
mercaptoacetone,CC(=O)CS,90.14414,318.15,384.97,101692.68906442504,400508.5290966249,592.24724,5258616.1,,
chlorobutanol,CC(C)(O)C(Cl)(Cl)Cl,177.45678,370.15,442.15,44895.43876542784,203771.0300144593,694.41195,3990599.7,,2.03
thiophosphoryl chloride,S=P(Cl)(Cl)Cl,169.397761,238.15,398.15,,197526.89158476063,638.82,4857000,,
sodium picosulfate,O=S(=O)([O-])Oc1ccc(C(c2ccc(OS(=O)(=O)[O-])cc2)c2ccccn2)cc1.[Na+].[Na+],481.40726,546.15,,,,,,,
hydroxyethyl starch,OCCOC[C@H]1O[C@H](OCCO)[C@H](OCCO)[C@@H](OCCO)[C@@H]1OCCO.OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,580.57456,1058.29,1793.9,179801.19556048064,468538.4828960849,5760.2503,1659193.4,,
"dimethyl 2,5-dianilinocyclohexa-1,4-diene-1,4-dicarboxylate",COC(=O)C1=C(Nc2ccccc2)CC(C(=O)OC)=C(Nc2ccccc2)C1,378.42108,643.74,1015.56,135843.38377766905,,1262.4771,1762448.7,,
thiamylal,C=CCC1(C(C)CCC)C(O)=NC(=S)N=C1O,254.34852,405.65,,,,,,,3.23
thiobutabarbital,CCC(C)C1(CC)C(O)=NC(=S)N=C1O,228.31124,442.15,,,,,,,
alpha-methylfentanyl,CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1,350.4971,512.58,872.79,118291.9915742527,,1105.6148,1578460,,
"2-propenoic acid, 2-methyl-, polymer with n-(1,1-dimethyl-3-oxobutyl)-2-propenamide",C=C(C)C(=O)O.C=CC(O)=NC(C)(C)CC(C)=O,255.31014,501.59,791.87,130108.42420908155,330025.8661913019,1004.4694,2032717,,
tartronic acid,O=C(O)C(O)C(=O)O,120.06086,430.15,651,203038.6922099342,779631.5235191896,854.1695,6631370.1,,
1-chloro-2-methylpropane,CC(C)CCl,92.56726,142.15,342.15,73352.06853913575,307930.2582,528,3900000,259.15,
s-metolachlor,CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC,283.79368,233.15,555.15,121042.15992406878,246471.9766991835,909.32612,1823166,,2.9
ac1mi0sb,CN(C)c1cccc(C(=O)c2ccccc2)c1N(C)C,268.35349999999994,474.1,730.63,129422.5713471224,,957.30686,2145333,,
"n,n′-diacetylethylenediamine",CC(O)=NCCN=C(C)O,144.17168,448.15,674.36,,,865.4417,3052409.9,,
68758-70-3,COC(=O)C(N)=C1C=CC(=O)C=C1.Cl,215.6336,408.09,671.28,106096.63800075684,316818.66524417914,922.3117,3250430,,
13621-47-1,CNC(=S)C#N,100.14226,310.65,,,,,,,
trimethylarsine,C[As](C)C,120.02516,186.61,325.15,,203553.4742867174,509.35352,3145063.8,,
"1,2,4,5-tetraisopropylbenzene",CC(C)c1cc(C(C)C)c(C(C)C)cc1C(C)C,246.4308,391.55,532.15,85857.77427172252,204161.59261344327,703,1650000,,
roxarsone,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,263.03653999999995,573.15,,,,,,,
phenylarsonic acid,O=[As](O)(O)c1ccccc1,202.03958,431.15,,,,,,,0.06
2-(2-nitrovinyl)furan,O=[N+]([O-])/C=C/c1ccco1,139.10879999999997,347.15,543.08,185157.22944917937,,793.87011,4634004,,1.56
temafloxacin,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,417.3811296,888.79,1073.74,150078.65846745746,,1323.6746,1935535.4,,-0.2
norazine,CN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,201.65668,432.15,694.83,165801.59903455715,,945.26021,3960520,,
12007-99-7,B12B3[B-]14B1B4[B-]231.[Ca+2],104.944,2508.15,,,,,,,
"1,7-dioxa-4,10-dithiacyclododecane",C1CSCCOCCSCCO1,208.34144,390.46,582.04,85974.25456980619,251325.59429353548,864.72906,3773038.2,,
destomycin a,CNC1CC(N)C(O)C(OC2OC(CO)C(O)C3OC4(OC(C(N)CO)C(O)C(O)C4O)OC23)C1O,527.52008,1155.27,435.35,201996.1022147252,274567.56223299366,3039.2498,2718333.9,,
indole-7-carboxaldehyde,O=Cc1cccc2cc[nH]c12,145.15798,361.15,,,,,,,
22348-32-9,OC(c1ccccc1)(c1ccccc1)[C@H]1CCCN1,253.33886,513.36,794.7,110788.3725378728,,1044.0678,2853568.6,,
"pyridine, 1,2,3,6-tetrahydro-1-(cyclohexylcarbonyl)-",O=C(C1CCCCC1)N1CC=CCC1,193.28536,330.68,579.13,89903.34291226196,280669.75347169844,809.92077,2906110.8,,
n-ethyl-n-isopropylaniline,CCN(c1ccccc1)C(C)C,163.25938000000002,257.62,497.15,108937.0791436302,274996.4505489775,700,2750000,,
"3-heptene, (3z)-",CC/C=C\CCC,98.18606,136.55,369.15,143482.68990526762,306418.3404166778,545,2840000,,
"benzenamine, 2-(1,1-dimethylethyl)-n,n-dimethyl-",CN(C)c1ccccc1C(C)(C)C,177.28596,298.83,515.03,90785.5309,,725.5198,2410005,,
(s)-(-)-n-methyl-1-(1-naphthyl)ethylamine,CN[C@@H](C)c1cccc2ccccc12,185.2649,345.57,476.15,116983.84313488416,303107.83628491097,827.57449,2817333.1,,
pyrroliphene,CC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN1CCCC1,351.48186000000004,482.69,861.87,99080.50446757051,,1097.6531,1542706.1,,
benzylmorphine,CN1CC[C@]23c4c5ccc(OCc6ccccc6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,375.4602,405.15,988.43,137809.54679084494,,1226.2284,1893651,,
"3′,4′-dihydroxypropiophenone",CCC(=O)c1ccc(O)c(O)c1,166.1739,419.15,647.31,158099.43679482758,,887.71072,5175715.5,,
thiamine monophosphate,Cc1ncc(C[n+]2csc(CCOP(=O)([O-])O)c2C)c(=N)[nH]1.Cl,380.787481,473.15,,,,,,,
fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,336.47052,356.15,850.35,125996.17939782658,,1082.639,1694903.5,,4.05
ac1mi7rx,CCC(C)c1ncccc1N=C(O)SCc1ccc(C(C)(C)C)cc1,356.52482,600.26,966.25,119147.3850263777,,1215.8305,1624600.1,,
ac1o5cap,C1COCCN1.C=CC(=O)O.C=Cc1ccccc1,263.33214,520.05,810.87,143677.86628703965,,1065.9739,2320306.2,,
"cis-1,3-dichloropropene",Cl/C=C\CCl,110.96986,223.15,377.15,109236.86846140024,281919.59497486387,594.4,4704000,,2.03
"n,n,3-trimethyl-4-(2-nitro-1-propen-1-yl)benzenamine",CC(=Cc1ccc(N(C)C)cc1C)[N+](=O)[O-],220.26764,348.65,679.12,151511.13436363146,,915.18368,2495007.5,,
uop 26,c1cc(NC2CCCCC2)ccc1NC1CCCCC1,272.42832,328.15,782.54,109738.95812300278,,1029.2449,2077431.7,,
ophiobolin a,CC(C)=CC1CC(C)C2(CCC3(C)CC4C(C(=O)CC4(C)O)C(C=O)=CCC32)O1,400.55094,454.65,1050.01,98431.92478839272,260649.6813322777,1295.9422,1397502,,
thiambutene,CCN(CC)C(C)C=C(c1cccs1)c1cccs1,291.47464,493.77,398.15,112318.51937444712,241591.63610210564,968.15546,2137405.7,,
dimethylthiambutene,CC(C=C(c1cccs1)c1cccs1)N(C)C,263.42148,471.23,430.65,104615.61448975232,250612.6041415596,933.55354,2574107.9,,
ethylmethylthiambutene,CCN(C)C(C)C=C(c1cccs1)c1cccs1,277.44806,482.5,701,108661.77979402704,,950.64381,2340556.1,,
calcium stearate,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Ca+2],607.0166,453.15,,,,,,,
diazene,N=N,30.02928,435.65,364.36,,1419180.689140929,586.90338,15051959,,
atomic hydrogen,[H],1.00794,14.01,20.28,,1576543.9055841754,36.765882,2284947.3,,
tetraethyl orthosilicate,CCO[Si](OCC)(OCC)OCC,208.3275,188.15,441.15,,190457.5747206217,592.2,2050000,311.15,
dibromomethane,BrCBr,173.83458,220.4,370.15,51290.14031615574,195187.2238738076,583,6499999,,2.3
dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,248.30088,448.65,,,,,,,0.97
sbb016900,O=C(O)C1=C[C@@H](O)[C@@H](O)C=C1C(=O)O,200.14552,652.46,881.18,197406.3671272782,693964.6221558881,1094.0609,5029928.1,,
56602-09-6,CCCCC/C=C/C(=O)O[C@@]12C[C@@H](C)[C@@]3(O)[C@@H](C=C(COC(C)=O)C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,514.6502800000001,863.7,1289.11,110910.26706523894,204789.1092038125,1609.4147,1019427.8,,
chlorofluoromethane,FCCl,68.4779832,140.15,264.05,82113.98375412435,335191.3507052665,427,5620000,,0.51
bromofluoromethane,FCBr,112.9289832,161.42,296.15,59426.72828386894,250437.36689278515,461.46108,6009254.3,,
thallium sulfide (tl2s),[S].[Tl].[Tl],440.8316,730.15,1640.15,52174.11818934941,349339.7478765134,,,,
tetramethoxysilane,CO[Si](OC)(OC)OC,152.22118,274.65,393.25,,228287.3871320369,563,2880000,294.15,
fluoroiodomethane,FCI,159.9294532,159.68,326.55,36466.07853218121,186119.9160024804,509.40071,5243395.8,,
octyl phenylcarbamate,CCCCCCCCOC(O)=Nc1ccccc1,249.34862,380.22,677.87,152858.2752934426,,874.08898,1875651.4,,
azaperone,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,327.3958832,347.15,509.15,132811.6883,251043.6171452173,1073.9057,2081224.4,,3.3
238088-70-5,c1ccc(CCOC2CCCC2)cc1,190.28142,295.82,561.42,97697.39999,,786.13727,2571497.9,,
bromochloromethane,ClCBr,129.38358,185.15,341.05,60502.267752986896,228709.69398437603,558,6180825,,1.41
lead,[Pb],207.2,600.612,2022.15,23040.540540540544,1014374.4663385828,5400,86130000,,
"grayanotoxane-3,5,6,10,14,16-hexol",CC1(O)CC23CC(O)C4(O)C(CC(O)C4(C)C)C(C)(O)C2CCC1C3O,370.48036,491.15,1222.83,86997.86407,387897.4195939128,1547.2301,2571497.9,,0.27
rhenium(v) chloride,[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Re+5],363.472,493.15,,,,,,,
ruthenocene,[Ru+2].c1cc[cH-]c1.c1cc[cH-]c1,231.2564,468.65,549,,,,,,
"ethene, fluoro-",C=CF,46.0436232,112.65,201.15,59421.909264516784,356528.76117497054,328.5,5200000,,
ac1o55ly,C=C(C)C(=O)O.C=CC(=O)OC.C=CC(=O)OCCCC.C=Cc1ccccc1,404.49658,501.43,1005.27,127877.47179469354,,1235.6996,1049365.4,,
"2-pentenedioic acid, 4-(7-methoxy-3,7-dimethyloctylidene)-3-methyl-, (2z,4e)-",COC(C)(C)CCCC(C)CC=C(C(=O)O)C(C)=CC(=O)O,312.40122,574.12,906.41,153991.07596314765,299634.2849231245,1120.5915,1540285.2,,
3-sulfolene,O=S1(=O)CC=CC1,118.15424,337.65,,,,,,,
chloroiodomethane,ClCI,176.38405,189.01,387.15,39396.98629212789,224248.76802933463,571.62744,5304676.8,,
bromoiodomethane,BrCI,220.83505,274,409.15,36393.67935479445,191591.5278021445,615.66099,6229407.9,,
2-(4-methoxyphenyl)pyridine,COc1ccc(-c2ccccn2)cc1,185.22184,326.65,608.62,112594.7135,,863.47561,3306746,,
penitrem a,C=C(C)C1OC2CCC3(C)C4(C)c5[nH]c6cc(Cl)c7c8c6c5C(OC(C)(C)C5CC(C(=C)C7)C85O)C4CCC3(O)C23OC3C1O,634.20136,1287.79,1579.72,128564.84571398584,,2036.6722,1176854.8,,
chlorotrifluoroethylene,FC(F)=C(F)Cl,116.4696096,115.15,244.85,47651.91554312551,224076.48646413189,379,4020000,,
ascofuranone,C/C(=C\Cc1c(O)c(Cl)c(C)c(C=O)c1O)CC/C=C(\C)[C@@H]1CC(=O)C(C)(C)O1,420.92636,357.15,,,,,,,
acetyl-l-phenylalanine ethyl ester,CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O,235.27898,366.15,750.24,,,958.85515,2204148.2,,
cefoxitin,CO[C@@]1(N=C(O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(=N)O)CS[C@@H]21,427.45208,422.65,1194.68,135385.9361264542,,1467.4441,2721170.6,,-0.02
"acetamide, n-1h-tetrazol-5-yl-",CC(O)=Nc1nn[nH]n1,127.1047,536.15,605.18,237182.41732996496,,869.97068,7803818.3,,
1h-tetrazole-1-acetic acid,O=C(O)Cn1cnnn1,128.08946,401.85,601.29,230401.47097192853,579111.5303120406,852.51024,7483148,,
4-nitrophenyl phosphate,O=[N+]([O-])c1ccc(OP(=O)(O)O)cc1,219.088701,428.15,,,,,,,
cobalt naphthenate,O=C([O-])c1ccc2ccccc2c1.O=C([O-])c1ccc2ccccc2c1.[Co+2],401.27736,413.15,,,,,,,
diethylene glycol dinitrate,O=[N+]([O-])OCCOCCO[N+](=O)[O-],196.11552,261.85,,,,,,,0.98
(-)-epigallocatechin gallate,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,458.37172,452.65,1524.45,196757.3392180477,,1867.5223,9210104.6,,
tyrothricin,CC(C)C[C@@H]1N=C(O)[C@H](CCCN)N=C(O)[C@H](C(C)C)N=C(O)[C@H](Cc2ccc(O)cc2)N[C@@H](CCC(=O)O)C(O)=N[C@@H](CC(=N)O)C(=O)[C@@H](Cc2ccccc2)N=C(O)[C@H](Cc2ccccc2)N=C(O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)N=C1O,1228.4363,2790.93,3307.52,155410.5817289834,,13835.856,473825.05,,
drostanolone propionate,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C,360.53014,401.15,881.99,91346.03836,213284.7476286699,1118.9764,1291140.7,,
ctk3c9398,CCC(=O)N(Cc1ccccc1)C1=C(CCC#N)CCCC1,296.40666,515.12,862.73,122605.20731889088,,1092.369,1692115.8,,
monosodium phosphate,O=P([O-])(O)O.[Na+],119.977011,333.15,,,,,,,
2′-deoxycytidine-5′-monophosphate,N=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(O)n1,307.197121,456.65,,,,,,,
riboxamide,N=C(O)c1csc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,260.26698,417.15,966.44,178962.3870073722,,1191.0067,5374910.8,,-1.73
dichlorofluoromethyl radical,F[C](Cl)Cl,101.9151032,144.96,298.57,84491.89305241266,250931.6850372562,478.21044,5087494.7,,
4-(diphenylmethyl)pyridine,c1ccc(C(c2ccccc2)c2ccncc2)cc1,245.3184,347.65,744.74,106449.41431217552,,1024.5902,2646107.5,,
63126-52-3,CN(C)C(=O)[C@@H](O)[C@H](O)C(=O)N(C)C,204.22364,436.36,698.74,131453.92962342655,469588.25455585634,875.06557,3611547.7,,
ctk0e8761,CCCOc1ccc(N=Cc2ccc(OC)cc2)cc1,269.33826,392.1,773.4,,,1007.4834,1800034.5,,
dibromodifluoromethane,FC(F)(Br)Br,209.8155064,163.05,295.94,36517.79666557572,105983.2474049709,471,4070000,,
tribromofluoromethane,FC(Br)(Br)Br,270.7211032,199.35,381.15,36447.10324894983,121226.90959234373,655.29851,7790048.8,,
bromodifluoromethyl radical,F[C](F)Br,129.9115064,145.51,289.14,66060.35321902786,201978.2891785589,460.91297,5880913.8,,
cucurbitacin d,CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,516.66616,422.65,1471.99,75168.46081036158,233368.5397181974,1895.9042,1252148.1,,
butoxycarboxim,CN=C(O)O/N=C(\C)C(C)S(C)(=O)=O,222.26206,360.15,,,,,,,
5-methyltetrahydrofolic acid,CN1c2c(O)nc(=N)[nH]c2NCC1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,459.4558,1395.64,1503.69,,,,,,
sepiapterin,C[C@H](O)C(=O)C1=Nc2c(O)nc(=N)[nH]c2NC1,237.21534,920.1,975.51,,,,,,
bromoacetic acid,O=C(O)CBr,138.94802,323.15,481.15,117770.6598481936,420092.4977490345,673.07612,6379569,,0.41
ethyl cyanoacetate,CCOC(=O)CC#N,113.11458,250.65,489.15,128904.69115475653,396046.8534050184,679,3340000,378.5005402,
nsc380962,CN(Cc1nc2c(N)[nH]c(=N)[nH]c-2nc1=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,470.43868,1445.67,485.65,194008.2818019981,1156331.9053618952,1956.1622,2799473.7,,
methyl reserpinolate,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](O)[C@@H]1OC,414.4947,510.65,1053.99,151893.37764753084,,1292.3398,1563516,,
"3-methyl-1-(1-methylethyl)-1,3-cyclopentadiene",CC1=CCC(C(C)C)=C1,122.20746,217.89,421,82425.41003634312,,636.47852,3022279.3,,
furylfuramide,N=C(O)/C(=C\c1ccc([N+](=O)[O-])o1)c1ccco1,248.19162,424.65,838.94,188169.1251300104,,1111.0262,4015928.8,,0.15
surecn598006,C1COCCN1.C=CC(=O)O,159.18302,437.97,603.07,174126.61224796463,397254.26457037695,841.45707,3940655.3,,
perfluoroethane,FC(F)(F)C(F)(F)F,138.0118192,172.8,195.0584007,19491.08428243949,116980.3056536341,293.03,3048000,,2
"4-(1,1-dimethylethyl)phenol, 1,3-cyclopentadiene dimer reaction product",C1=CC2C3C=CC(C3)C2C1.CC(C)(C)c1ccc(O)cc1,282.41984,470.56,780.81,114800.71655022538,,1032.7574,1935535.4,,
hydramethylnon,CC1(C)CN=C(NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,494.47527919999993,463.15,1085.31,,,1337.4979,1185787.2,,
iodine trichloride,ClI(Cl)Cl,233.26347,306.15,406.43,40250.62304011854,144314.98320873582,656.06917,4829235.8,,
toluidine blue o,Cc1cc2nc3ccc(N(C)C)cc3sc-2cc1=N.Cl,305.82564,684.6,852.41,130943.89338971056,,1120.6525,2640671.2,,
hemicholinium-15,C[N+]1(C)CCOC(O)(c2ccccc2)C1.[Br-],288.18082000000004,460.65,,,,,,,
laurocapram,CCCCCCCCCCCCN1CCCCCC1=O,281.4766,266.15,715.92,126728.11878500736,,906.7843,1397502,,
tin(ii) iodide,[I-].[I-].[Sn+2],372.50994,593.15,987.15,48320.85822998441,285521.2660239614,1635.64,13269000,,
stannic iodide,[I-].[I-].[I-].[I-].[Sn+4],626.31888,675.15,637.5,255.4609243138256,88107.78798169571,968,8342000,,
dimethyl trithiocarbonate,CSC(=S)SC,138.27474,492.65,,,,,,,
boc-l-4-thiazolylalanine,CC(C)(C)OC(O)=N[C@@H](Cc1cscn1)C(=O)O,272.32074,640.91,826.29,134525.19260927392,,1063.9209,2844444.4,,
lexamine s 13,CCCCCCCCCCCCCCCCCC(O)=NCCCN(C)C,368.64002,322.65,842.32,176445.84546192244,186378.3964,1031.2497,890004.04,,
antimony triacetate,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Sb+3],298.89206,408.15,,,,,,,
saib,CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]2OC(=O)C(C)C)[C@H](OC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,846.9088800000001,877.07,1656.62,138485.97265859344,117444.19469768992,2501.0974,432944.74,,
da 1686,c1ccc2c(C(CCN3CCOCC3)CCN3CCOCC3)cccc2c1,368.51238,553.97,894.72,136228.80186548957,,1129.3832,1661900.1,,
"2,3'-bipiperidine",C1CCC(C2CCCNC2)NC1,168.2792,427.28,542.65,145627.0293654831,272731.5752423393,814.91636,3388080.2,,
tetrabromobisphenol a,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,543.87058,454.15,589.15,85358.54246795257,266502.6569,1336.6308,4672091.6,,
2-cyclohexen-1-one,O=C1C=CCCC1,96.12712,220.15,445.45,29044.87308056249,410581.0946605526,685,4530000,329.15,0.61
azoxystrobin,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,403.38748,389.15,1136.94,129649.53696629354,,1408.0868,1744824.3,,2.5
ac1o5b6r,C=C(C)C(=O)O.C=CC(=O)OCCCCCC(C)C.C=Cc1ccccc1,374.51366,478.6,948.53,129442.5415617684,,1169.4062,1083488.9,,
"1-(2-nitrophenyl)ethane-1,2-diol",O=[N+]([O-])c1ccccc1C(O)CO,183.16136,469.11,750.06,142726.61002298738,,962.5915,4652989.4,,
ac1l3jl2,CCCCCCCCCC(O)=NC(C)C(O)=NC(Cc1cnc[nH]1)C(=O)OC,394.50836,738.42,1048.12,172168.72159565898,,1283.1992,1403792.3,,
"methyl, dibromofluoro-",F[C](Br)Br,190.8171032,204.72,356.03,56530.57205,180513.56176895543,565.81796,7061648.2,,
"10-chloro-2,3,7,11b-tetrahydro-2-methyl-11b-phenyloxazolo(3,2-d)(1,4)benzodiazepin-6(5h)-one",CC1CN2CC(O)=Nc3ccc(Cl)cc3C2(c2ccccc2)O1,328.79278,459.15,885.94,127280.77544768472,,1160.1694,2571497.9,,
"morpholine, 4-(1-hydroxy-2-naphthoyl)-",O=C(c1ccc2ccccc2c1O)N1CCOCC1,257.2845,429.65,787.27,141955.6949602483,,1041.9144,3530463.8,,
vinyl bromide,C=CBr,106.94922,134.75,289.15,47873.18692,208118.81895245417,474,4600155,,1.57
phenglutarimide,CCN(CC)CCC1(c2ccccc2)CCC(O)=NC1=O,288.38466,399.15,831.66,107477.9775040739,,1077.7684,2111943.1,,
2-aminoethyl diphenylborinate,NCCOB(c1ccccc1)c1ccccc1,225.09394,464.15,,,,,,,
salicylidene o-toluic hydrazone,Cc1ccccc1C(O)=NN/C=C1\C=CC=CC1=O,254.28386,544.72,825.67,130153.75808751684,,1075.5117,2832346.9,,
iodoquinol,Oc1c(I)cc(I)c2cccnc12,396.95104,483.15,644.1,73260.92406761297,209089.98809487448,1106.472,4890214.7,,
17557-67-4,CS(=O)(=O)c1ccc2[nH]c(=N)sc2c1,228.29132,500.15,,,,,,,
627-34-9,S=C=C=C=S,100.1621,272.15,,,,,,,
pepstatin a,CC(C)CC(O)=NC(C(O)=NC(C(O)=NC(CC(C)C)C(O)CC(O)=NC(C)C(O)=NC(CC(C)C)C(O)CC(=O)O)C(C)C)C(C)C,685.89212,1088.13,1822.31,136098.66227942667,215519.28437968285,3391.7163,717602.63,,
tetranitrin,O=[N+]([O-])OCC(O[N+](=O)[O-])C(CO[N+](=O)[O-])O[N+](=O)[O-],302.11004,334.15,,,,,,,
vesnarinone,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,395.4516,511.95,356.15,122156.5420395315,247953.4107,1302.6923,1945794.4,,
nifuroxazide,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,275.21696000000003,571.15,969.2,,,1243.0853,3624605.4,,
iodoacetic acid,O=C(O)CI,185.94849,354.15,484.01,83275.75018221444,267138.6359156681,717.95705,5544316,,
hederagenin,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,472.69972,606.15,1261.69,76475.6112,253157.7870061673,1548.4674,1210671.9,,
acetyl iodide,CC(=O)I,169.94909,220.29,382.15,40841.642635450415,434015.0774676124,615.60857,5335720.9,,
columbin,C[C@@]12C[C@@H](c3ccoc3)OC(=O)[C@@H]1CC[C@]1(C)[C@H]2[C@@H]2C=C[C@@]1(O)C(=O)O2,358.38508,647.89,928.85,115409.38032353357,,1160.2648,2098420.5,,
sorbitan triisostearate,CC(C)CCCCCCCCCCCCCCC(=O)O[C@H]1[C@@H]([C@@H](CO)OC(=O)CCCCCCCCCCCCCCC(C)C)OC[C@@H]1OC(=O)CCCCCCCCCCCCCCC(C)C,963.54236,922.76,1870.37,164305.17906861924,374970.5644824262,7588.3479,220522.94,,
cyanoguanidine,N#CNC(=N)N,84.07996,483.15,569.06,,763539.0525,834,5340000,,-1.15
thonzylamine,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,286.37208,565.69,778.72,148041.66663174707,,1010.9008,2212450.1,,
thenalidine,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,286.43498,368.65,432.15,113044.85227328032,258150.52102498373,974.74386,2313614.6,,
"1h-indole, 1-[(2e)-3,7-dimethyl-2,6-octadienyl]-",CC(C)=CCCC(C)=CCn1ccc2ccccc21,253.38192,352.41,669.92,146888.9335119096,,882.17235,1820056.1,,
"phthalazine,decahydro-2,3-diphenyl,trans-",c1ccc(N2CC3CCCCC3CN2c2ccccc2)cc1,292.41796,461.78,757.46,115416.98738340149,,1006.6682,2123638.2,,
prothipendyl,CN(C)CCCN1c2ccccc2Sc2cccnc21,285.40716,597.11,491.15,142256.41711301147,282993.0915613934,998.02468,2455600.3,,
"ketone, bis(4-ethyl-3,5-dimethylpyrrol-2-yl)",CCc1c(C)[nH]c(C(=O)c2[nH]c(C)c(CC)c2C)c1C,272.38526,674.82,815.91,176474.30701646634,,1040.9786,1911911,,
"n-(2-aminoethyl)butane-1,4-diamine",NCCCCNCCN,131.21928,376.56,532.11,204154.4504740462,433766.6651837228,726.80187,3598560.4,,
2-chloro-5-methoxybenzoic acid,COc1ccc(Cl)c(C(=O)O)c1,186.59238,445.9,624.64,135412.81803683518,,855.58216,3673094.6,,
